stem-- --------cpu--------
n   cs  us  sy  id  wa  st
3 57798   3   1  96   0   0
7 58211   2   2  96   0   0
1 58480   2   1  97   0   0
5 58009   3   1  96   0   0
9 58524   2   1  97   0   0
8 58216   2   2  96   0   0
7 58037   3   1  96   0   0
1 58497   2   2  97   0   0
7 57980   2   1  96   0   0
stem-- --------cpu--------
n   cs  us  sy  id  wa  st
5 59117   2   1  97   0   0
3 58595   3   1  96   0   0
8 57706   2   1  97   0   0
9 58534   2   1  97   0   0
4 58378   2   1  96   0   0
0 58169   2   1  97   0   0
9 57548   2   1  97   0   0
9 58312   2   1  96   0   0
0 58716   2   1  97   0   0
4 58233   2   1  96   0   0
0 58807   3   1  96   0   0
1 58270   2   1  96   0   0
1 58164   2   1  97   0   0
8 58532   2   1  96   0   0
2 58410   3   1  96   0   0
0 58890   2   1  97   0   0
6 59825   3   1  96   0   0
1 57770   3   1  96   0   0
0 58412   3   1  96   0   0
3 58792   2   1  96   0   0
6 58865   3   1  96   0   0
stem-- --------cpu--------
n   cs  us  sy  id  wa  st
2 57726   2   1  97   0   0
6 58810   2   1  96   0   0
2 58607   3   1  96   0   0
2 59268   3   1  96   0   0
2 58695   2   1  97   0   0
8 59063   2   1  97   0   0
5 59424   2   1  97   0   0
5 59535   2   1  97   0   0
3 58932   2   1  97   0   0
2 59792   2   1  97   0   0
0 59237   2   1  97   0   0
6 60202   2   1  96   0   0
9 58415   2   1  96   0   0
2 59326   2   1  96   0   0
2 59653   3   1  96   0   0
4 59485   2   1  97   0   0
9 58888   3   2  96   0   0
9 59383   3   1  96   0   0
4 59839   2   1  97   0   0
4 59525   2   1  97   0   0
7 59668   3   1  96   0   0
stem-- --------cpu--------
n   cs  us  sy  id  wa  st
6 59149   2   1  97   0   0
0 59622   2   1  96   0   0
8 59875   2   1  97   0   0
6 59674   2   1  97   0   0
7 58990   2   1  96   0   0
7 59151   2   1  97   0   0
1 59982   2   1  96   0   0
9 59500   3   1  96   0   0
3 59877   3   1  96   0   0
6 60022   2   1  96   0   0
9 60001   3   2  96   0   0
0 59724   2   1  96   0   0
4 59998   3   2  96   0   0
5 60787   2   1  96   0   0
1 60511   2   1  96   0   0
9 61438   2   1  97   0   0
8 60669   2   1  97   0   0
3 61562   3   2  96   0   0
9 62535   3   1  96   0   0
9 62519   2   1  97   0   0
9 62605   3   2  95   0   0
stem-- --------cpu--------
n   cs  us  sy  id  wa  st
1 63280   2   1  96   0   0
5 63663   2   1  96   0   0
9 64202   2   1  97   0   0
4 65121   3   1  96   0   0
3 64592   3   2  95   0   0
2 66325   4   1  95   0   0
5 68258   2   2  97   0   0
8 70139   2   1  96   0   0
5 73229   3   2  95   0   0
6 79414   3   2  95   0   0
53 77857   2   2  96   0   0
38 238024   8  28  63   0   0
812 689453   2  46  52   0   0
110 675768   2  45  52   0   0
703 696850   2  47  51   0   0
254 697812   2  47  51   0   0
051 699037   2  47  51   0   0
520 910399   6  22  72   0   0
810 1215308   7   3  90   0   0
936 1230021   7   3  90   0   0
590 1218664   8   3  90   0   0
stem-- --------cpu--------
n   cs  us  sy  id  wa  st
354 1227975   7   2  90   0   0
266 1218712   7   3  90   0   0
130 1227529   8   3  89   0   0
848 1217279   7   3  90   0   0
592 1230170   7   2  90   0   0
349 1227776   8   2  90   0   0
619 1228106   8   2  90   0   0
863 1230198   7   3  91   0   0
610 1227532   8   2  89   0   0
552 1229263   7   2  91   0   0
754 1227281   8   3  90   0   0
936 1228984   8   2  89   0   0
233 1228596   7   3  90   0   0
034 1223294   8   3  89   0   0
816 1228481   7   2  90   0   0
529 1227935   8   2  90   0   0
065 1230157   7   2  90   0   0
970 1222903   7   3  90   0   0
095 1226337   7   3  90   0   0
311 1230415   7   3  90   0   0
690 1238306   7   3  90   0   0
stem-- --------cpu--------
n   cs  us  sy  id  wa  st
182 1238712   7   3  90   0   0
979 1226444   7   3  90   0   0
062 1233833   8   3  89   0   0
815 1230970   7   3  90   0   0
094 1231921   8   3  89   0   0
3367 475187   3   2  95   0   0
